User_ID,Movie_ID,Movie,Genre,Release_Year,User_Rating,Search_History_Count,Watchlist_Status,User_Engagement_Minutes,Sentiment_Score
USR_4108,MOV_5142,Kaaka Muttai,Drama,2015,4,10,0,70,0.67
USR_3666,MOV_5160,Garudan,Drama,2024,4,10,1,91,0.24
USR_3699,MOV_5242,Imaikkaa Nodigal,Thriller,2018,3.5,9,1,101,0.39
USR_3632,MOV_5020,Vedalam,Action,2015,4.5,24,1,131,0.9
USR_3019,MOV_5020,Vedalam,Action,2015,4,6,1,96,0.54
USR_3130,MOV_5279,Doctor,Comedy,2021,5,22,1,184,0.87
USR_4043,MOV_5178,Indru Netru Naalai,Sci-Fi,2015,4,8,1,128,0.2
USR_3758,MOV_5005,Maya,Thriller,2015,2.5,1,0,25,-0.26
USR_3046,MOV_5018,Lubber Pandhu,Drama,2024,5,24,1,168,0.92
USR_3010,MOV_5006,Rajinimurugan,Comedy,2016,3.5,9,1,85,0.48
USR_3149,MOV_5034,Indru Netru Naalai,Sci-Fi,2015,4.5,17,1,162,0.74
USR_3393,MOV_5063,Star,Romance,2024,1.5,1,1,57,-0.45
USR_3916,MOV_5112,Maanaadu,Sci-Fi,2021,4,11,1,104,0.49
USR_4030,MOV_5107,Indru Netru Naalai,Sci-Fi,2015,4.5,17,0,139,0.76
USR_3132,MOV_5067,Indru Netru Naalai,Sci-Fi,2015,5,13,1,154,0.85
USR_3423,MOV_5247,The investigative report,Thriller,2026,4.5,24,1,131,0.72
USR_3896,MOV_5287,Project AI,Sci-Fi,2025,2,0,0,23,-0.34
USR_3208,MOV_5057,Garudan,Drama,2024,2.5,1,0,27,-0.49
USR_3271,MOV_5145,Time Loop 2,Sci-Fi,2026,5,22,1,188,0.93
USR_4153,MOV_5012,Vedalam,Action,2015,4,8,1,114,0.46
USR_3970,MOV_5168,Karnan,Drama,2021,4,7,0,126,0.37
USR_3148,MOV_5009,96,Romance,2018,3.5,7,1,111,0.56
USR_3920,MOV_5036,Tik Tik Tik,Sci-Fi,2018,4,7,1,72,0.48
USR_3964,MOV_5123,Thiruchitrambalam,Romance,2022,4,11,0,104,0.57
USR_3728,MOV_5196,Naanum Rowdy Dhaan,Comedy,2015,3,2,1,25,0.06
USR_3807,MOV_5006,Rajinimurugan,Comedy,2016,5,18,1,196,0.74
USR_3683,MOV_5286,Vettaiyan,Thriller,2024,5,16,1,191,0.88
USR_3571,MOV_5145,Time Loop 2,Sci-Fi,2026,4,6,0,71,0.47
USR_3230,MOV_5037,96,Romance,2018,2,1,0,22,-0.05
USR_3037,MOV_5046,Soorarai Pottru,Drama,2020,2.5,1,1,8,0.15
USR_3440,MOV_5197,Vikram Vedha,Thriller,2017,2,3,0,9,-0.33
USR_3556,MOV_5064,Naanum Rowdy Dhaan,Comedy,2015,4,9,1,80,0.31
USR_3195,MOV_5143,Chitha,Thriller,2023,5,24,1,174,0.72
USR_3391,MOV_5044,Joe,Romance,2023,3.5,9,0,87,0.38
USR_3129,MOV_5098,Game Over,Thriller,2019,4.5,18,1,157,0.81
USR_3911,MOV_5202,Lubber Pandhu,Drama,2024,4,11,0,103,0.49
USR_4153,MOV_5024,Jailer,Action,2023,1.5,1,0,16,-0.14
USR_3707,MOV_5213,Ayalaan,Sci-Fi,2024,1,3,0,15,0.08
USR_3011,MOV_5019,Fun Unlimited,Comedy,2026,5,23,0,183,0.83
USR_4122,MOV_5157,Mari Selvaraj Next,Drama,2026,5,15,1,194,0.75
USR_3923,MOV_5227,The GOAT,Action,2024,5,20,0,141,0.81
USR_3818,MOV_5095,Star,Romance,2024,3.5,6,0,104,0.28
USR_4053,MOV_5068,Jai Bhim,Drama,2021,4,9,0,74,0.53
USR_3518,MOV_5175,Star,Romance,2024,4,8,1,113,0.68
USR_3635,MOV_5123,Thiruchitrambalam,Romance,2022,4,8,1,115,0.46
USR_3340,MOV_5123,Thiruchitrambalam,Romance,2022,2.5,4,0,12,0.01
USR_3516,MOV_5075,Doctor,Comedy,2021,2,4,0,49,-0.4
USR_3810,MOV_5159,Vikram,Action,2022,3,3,0,61,-0.32
USR_3643,MOV_5153,Maanaadu,Sci-Fi,2021,5,15,1,157,0.86
USR_3815,MOV_5219,Kadhalum Kadandhu Pogum,Romance,2016,4.5,23,1,183,0.79
USR_3803,MOV_5242,Imaikkaa Nodigal,Thriller,2018,3,2,0,39,-0.1
USR_3406,MOV_5004,Amaran,Action,2024,4,11,1,115,0.53
USR_3639,MOV_5033,2,Sci-Fi,2018,5,20,1,185,0.78
USR_3216,MOV_5262,24,Sci-Fi,2016,3.5,11,0,117,0.38
USR_3344,MOV_5267,Time Loop 2,Sci-Fi,2026,4,10,1,67,0.58
USR_3885,MOV_5189,Thani Oruvan,Action,2015,1.5,0,0,51,-0.09
USR_3656,MOV_5250,Visaranai,Thriller,2015,5,17,1,188,0.87
USR_3995,MOV_5251,Love Today,Comedy,2022,3,4,0,14,0
USR_3577,MOV_5195,Sita Ramam (Tamil),Romance,2022,4,7,1,98,0.56
USR_3034,MOV_5116,Ayalaan,Sci-Fi,2024,5,18,1,168,0.81
USR_3234,MOV_5195,Sita Ramam (Tamil),Romance,2022,4,8,1,68,0.35
USR_3492,MOV_5078,2,Sci-Fi,2018,3,4,0,61,-0.29
USR_4172,MOV_5168,Karnan,Drama,2021,2,2,0,30,-0.42
USR_4180,MOV_5082,Vikram Vedha,Thriller,2017,4,7,0,96,0.27
USR_3443,MOV_5243,Star,Romance,2024,1,3,1,52,-0.27
USR_3411,MOV_5211,Indru Netru Naalai,Sci-Fi,2015,5,21,1,141,0.78
USR_3934,MOV_5242,Imaikkaa Nodigal,Thriller,2018,3.5,11,1,100,0.24
USR_4003,MOV_5028,Doctor,Comedy,2021,3.5,8,1,77,0.25
USR_3283,MOV_5185,Love Today,Comedy,2022,5,20,1,191,0.87
USR_4070,MOV_5286,Vettaiyan,Thriller,2024,2.5,3,0,27,-0.43
USR_4094,MOV_5014,Viduthalai Part 2,Thriller,2025,5,19,1,192,0.97
USR_3336,MOV_5208,96,Romance,2018,4,5,0,110,0.38
USR_3862,MOV_5121,Amaran,Action,2024,2,2,0,38,-0.06
USR_3264,MOV_5124,2,Sci-Fi,2018,5,14,1,137,0.73
USR_3232,MOV_5216,Classic Love Story,Romance,2026,2.5,0,1,44,-0.46
USR_3239,MOV_5211,Indru Netru Naalai,Sci-Fi,2015,3.5,10,0,81,0.29
USR_3451,MOV_5206,Indru Netru Naalai,Sci-Fi,2015,3,0,1,45,-0.38
USR_4025,MOV_5283,Tik Tik Tik,Sci-Fi,2018,5,18,1,194,0.92
USR_3686,MOV_5014,Viduthalai Part 2,Thriller,2025,5,13,1,161,0.92
USR_4138,MOV_5004,Amaran,Action,2024,4,6,0,120,0.6
USR_3297,MOV_5195,Sita Ramam (Tamil),Romance,2022,4.5,21,1,171,0.71
USR_3774,MOV_5043,Thani Oruvan,Action,2015,4.5,17,1,142,0.81
USR_3737,MOV_5254,Indru Netru Naalai,Sci-Fi,2015,5,20,1,133,0.86
USR_3059,MOV_5016,Oh My Kadavule,Romance,2020,5,12,1,187,0.97
USR_3781,MOV_5173,Kaithi,Action,2019,3,3,0,45,-0.24
USR_3405,MOV_5190,Amaran,Action,2024,4,10,0,74,0.32
USR_3659,MOV_5112,Maanaadu,Sci-Fi,2021,4,7,0,95,0.21
USR_3316,MOV_5028,Doctor,Comedy,2021,4.5,24,1,142,0.8
USR_4130,MOV_5004,Amaran,Action,2024,4,7,0,91,0.27
USR_4093,MOV_5052,Chitha,Thriller,2023,5,19,1,133,0.72
USR_3403,MOV_5210,O Kadhal Kanmani,Romance,2015,4.5,19,1,140,0.89
USR_3544,MOV_5248,Ayalaan,Sci-Fi,2024,4,10,1,75,0.48
USR_4002,MOV_5169,24,Sci-Fi,2016,5,13,1,135,0.94
USR_4136,MOV_5134,Por Thozhil,Thriller,2023,3,0,0,45,-0.26
USR_3650,MOV_5179,SivaKartikeyan Next,Comedy,2025,2,1,0,21,0.13
USR_3664,MOV_5099,Ayalaan,Sci-Fi,2024,4.5,22,1,179,0.74
USR_3736,MOV_5054,Kottukaali,Drama,2024,4,7,1,117,0.55
USR_3678,MOV_5229,Kabali,Action,2016,4.5,15,1,142,0.82
USR_3089,MOV_5124,2,Sci-Fi,2018,4,6,0,76,0.65
USR_3268,MOV_5207,Meiyazhagan,Drama,2024,3.5,5,1,118,0.63
USR_3255,MOV_5144,Ratsasan,Thriller,2018,3.5,7,0,80,0.6
USR_3240,MOV_5239,Time Loop 2,Sci-Fi,2026,4,9,1,67,0.45
USR_3538,MOV_5142,Kaaka Muttai,Drama,2015,2.5,0,0,5,-0.05
USR_3480,MOV_5207,Meiyazhagan,Drama,2024,5,14,1,184,0.9
USR_3215,MOV_5242,Imaikkaa Nodigal,Thriller,2018,5,21,1,173,0.86
USR_4197,MOV_5048,Amaran,Action,2024,5,22,1,179,0.77
USR_3875,MOV_5188,Kottukaali,Drama,2024,5,22,1,149,0.71
USR_3264,MOV_5084,Don,Comedy,2022,4,10,1,126,0.63
USR_3179,MOV_5227,The GOAT,Action,2024,5,21,1,182,0.85
USR_3642,MOV_5148,Imaikkaa Nodigal,Thriller,2018,3.5,6,0,84,0.59
USR_3172,MOV_5174,Time Loop 2,Sci-Fi,2026,1.5,3,0,41,-0.39
USR_3454,MOV_5182,Thug Life,Action,2025,2.5,3,1,50,0.05
USR_4103,MOV_5269,Tik Tik Tik,Sci-Fi,2018,5,22,0,179,0.84
USR_3680,MOV_5280,Vettaiyan,Thriller,2024,3,4,0,15,0.11
USR_4111,MOV_5148,Imaikkaa Nodigal,Thriller,2018,2.5,4,0,15,-0.41
USR_3836,MOV_5164,Kaaka Muttai,Drama,2015,3,1,0,29,-0.19
USR_3666,MOV_5062,Hit List,Thriller,2024,4,7,1,68,0.38
USR_3207,MOV_5138,Kaaka Muttai,Drama,2015,2,4,1,21,-0.22
USR_3016,MOV_5229,Kabali,Action,2016,2,4,0,45,-0.39
USR_3120,MOV_5177,Jailer,Action,2023,5,17,1,141,0.97
USR_3123,MOV_5055,2,Sci-Fi,2018,2.5,0,1,44,-0.07
USR_3976,MOV_5039,Kaaka Muttai,Drama,2015,2.5,1,1,57,-0.33
USR_3718,MOV_5049,Asuran,Action,2019,1,0,0,20,-0.32
USR_3152,MOV_5107,Indru Netru Naalai,Sci-Fi,2015,2,3,0,47,-0.01
USR_3353,MOV_5147,Ayalaan,Sci-Fi,2024,3,1,0,8,0.01
USR_3643,MOV_5287,Project AI,Sci-Fi,2025,5,17,1,191,0.88
USR_3833,MOV_5213,Ayalaan,Sci-Fi,2024,2,2,0,35,0.16
USR_3963,MOV_5105,Dhuruvangal Pathinaaru,Thriller,2016,4.5,17,1,184,0.7
USR_3295,MOV_5193,Kaaka Muttai,Drama,2015,4,8,1,113,0.3
USR_3021,MOV_5080,Thug Life,Action,2025,3,3,0,57,0.08
USR_3754,MOV_5111,Soorarai Pottru,Drama,2020,4,11,1,120,0.27
USR_3511,MOV_5204,Lubber Pandhu,Drama,2024,1,0,0,30,-0.19
USR_3154,MOV_5255,Oh My Kadavule,Romance,2020,4,9,0,90,0.38
USR_3332,MOV_5212,Chitha,Thriller,2023,2.5,2,0,13,-0.02
USR_4097,MOV_5212,Chitha,Thriller,2023,4,10,0,70,0.35
USR_3621,MOV_5253,Love Today,Comedy,2022,1,3,0,37,-0.26
USR_3897,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,2.5,4,0,10,0.07
USR_3253,MOV_5239,Time Loop 2,Sci-Fi,2026,1,0,0,27,-0.26
USR_3781,MOV_5033,2,Sci-Fi,2018,3,3,0,16,-0.25
USR_3148,MOV_5165,Amaran,Action,2024,5,16,1,137,0.94
USR_4035,MOV_5114,Tik Tik Tik,Sci-Fi,2018,1.5,3,1,24,-0.01
USR_3992,MOV_5188,Kottukaali,Drama,2024,2.5,0,1,18,-0.31
USR_3599,MOV_5089,Don,Comedy,2022,4,6,1,79,0.48
USR_4067,MOV_5271,Mari Selvaraj Next,Drama,2026,2.5,2,0,45,0.14
USR_3230,MOV_5255,Oh My Kadavule,Romance,2020,3.5,9,0,128,0.61
USR_3614,MOV_5070,Jai Bhim,Drama,2021,3.5,6,0,128,0.41
USR_3797,MOV_5023,Vedalam,Action,2015,5,21,1,141,0.85
USR_4083,MOV_5281,Viduthalai Part 2,Thriller,2025,4,11,1,117,0.24
USR_3313,MOV_5039,Kaaka Muttai,Drama,2015,4.5,12,1,136,0.98
USR_3209,MOV_5072,Comali,Comedy,2019,4,8,0,79,0.28
USR_3769,MOV_5178,Indru Netru Naalai,Sci-Fi,2015,4.5,12,1,173,0.82
USR_3913,MOV_5007,Viduthalai Part 1,Thriller,2023,1,0,0,32,0.04
USR_3539,MOV_5175,Star,Romance,2024,3.5,6,1,112,0.36
USR_3197,MOV_5086,Project AI,Sci-Fi,2025,2.5,3,0,10,-0.3
USR_4157,MOV_5285,Master,Action,2021,5,17,1,137,0.89
USR_3069,MOV_5239,Time Loop 2,Sci-Fi,2026,4,10,0,80,0.23
USR_3073,MOV_5256,Garudan,Drama,2024,2.5,3,0,62,-0.42
USR_3822,MOV_5289,Vada Chennai,Action,2018,4.5,14,1,151,0.71
USR_4013,MOV_5032,Dhruva Natchathiram,Thriller,2025,5,14,1,185,0.96
USR_3600,MOV_5225,Theri,Action,2016,4,5,0,119,0.22
USR_3259,MOV_5095,Star,Romance,2024,5,22,1,197,0.88
USR_3151,MOV_5245,Hey Sinamika,Romance,2022,2.5,2,1,45,0.11
USR_3286,MOV_5058,Soorarai Pottru,Drama,2020,5,23,1,192,0.87
USR_4063,MOV_5239,Time Loop 2,Sci-Fi,2026,3.5,9,0,116,0.44
USR_3075,MOV_5112,Maanaadu,Sci-Fi,2021,2.5,2,0,43,0.08
USR_4020,MOV_5075,Doctor,Comedy,2021,2,1,0,37,-0.3
USR_3288,MOV_5234,Karnan,Drama,2021,5,15,1,166,0.98
USR_3725,MOV_5215,The investigative report,Thriller,2026,5,21,1,153,0.83
USR_3668,MOV_5131,2,Sci-Fi,2018,2,3,0,40,-0.01
USR_3346,MOV_5183,Vaadivaasal,Drama,2025,2.5,0,0,42,-0.03
USR_3940,MOV_5030,Indru Netru Naalai,Sci-Fi,2015,4,9,0,99,0.27
USR_3042,MOV_5278,Raayan,Action,2024,4,8,0,103,0.62
USR_3379,MOV_5100,Vikram Vedha,Thriller,2017,4,5,1,85,0.21
USR_3005,MOV_5252,2,Sci-Fi,2018,4,5,1,71,0.39
USR_3305,MOV_5014,Viduthalai Part 2,Thriller,2025,5,13,1,139,0.9
USR_3717,MOV_5186,Kottukaali,Drama,2024,3,0,0,36,-0.49
USR_3486,MOV_5071,Dhruva Natchathiram,Thriller,2025,4,10,0,91,0.22
USR_4196,MOV_5121,Amaran,Action,2024,3.5,11,1,86,0.48
USR_3553,MOV_5054,Kottukaali,Drama,2024,1,3,0,55,-0.24
USR_3761,MOV_5168,Karnan,Drama,2021,3,2,0,35,-0.42
USR_4121,MOV_5267,Time Loop 2,Sci-Fi,2026,5,19,1,133,0.99
USR_3930,MOV_5236,Thug Life,Action,2025,4,5,1,126,0.56
USR_3334,MOV_5142,Kaaka Muttai,Drama,2015,2,0,0,55,0.02
USR_3387,MOV_5060,Maharaja,Action,2024,2.5,3,0,40,-0.41
USR_3785,MOV_5067,Indru Netru Naalai,Sci-Fi,2015,2.5,0,0,22,-0.46
USR_4054,MOV_5003,Jai Bhim,Drama,2021,5,18,1,197,0.8
USR_3182,MOV_5117,Amaran,Action,2024,3.5,8,1,116,0.48
USR_3872,MOV_5008,Kanguva 2,Action,2026,2,4,0,60,-0.29
USR_3505,MOV_5097,Sita Ramam (Tamil),Romance,2022,2.5,2,0,56,-0.27
USR_3285,MOV_5049,Asuran,Action,2019,5,23,1,166,0.93
USR_3037,MOV_5193,Kaaka Muttai,Drama,2015,4,6,0,98,0.37
USR_3591,MOV_5279,Doctor,Comedy,2021,3.5,10,1,77,0.66
USR_3235,MOV_5274,Asuran,Action,2019,5,22,1,188,0.78
USR_3286,MOV_5156,Kottukaali,Drama,2024,4.5,17,1,151,0.96
USR_3684,MOV_5147,Ayalaan,Sci-Fi,2024,4,5,0,105,0.21
USR_3670,MOV_5269,Tik Tik Tik,Sci-Fi,2018,4,5,1,78,0.26
USR_3379,MOV_5209,LKG,Comedy,2019,2,2,0,11,-0.01
USR_3443,MOV_5096,Dhruva Natchathiram,Thriller,2025,4,10,1,112,0.47
USR_3117,MOV_5125,Hit List,Thriller,2024,5,12,1,139,0.72
USR_3898,MOV_5284,Ratsasan,Thriller,2018,3.5,6,0,102,0.53
USR_4056,MOV_5091,Tik Tik Tik,Sci-Fi,2018,5,19,1,173,0.72
USR_3262,MOV_5123,Thiruchitrambalam,Romance,2022,4,7,1,114,0.67
USR_3134,MOV_5285,Master,Action,2021,2,1,0,5,0.11
USR_3291,MOV_5022,Classic Love Story,Romance,2026,5,23,1,187,0.99
USR_4192,MOV_5248,Ayalaan,Sci-Fi,2024,3.5,11,1,71,0.68
USR_3345,MOV_5038,O Kadhal Kanmani,Romance,2015,1,1,0,13,-0.27
USR_3073,MOV_5045,Vettaiyan,Thriller,2024,3.5,9,0,128,0.6
USR_3733,MOV_5096,Dhruva Natchathiram,Thriller,2025,5,14,1,175,0.85
USR_3378,MOV_5025,Kaithi,Action,2019,5,17,1,187,0.87
USR_3700,MOV_5182,Thug Life,Action,2025,5,16,1,145,0.77
USR_3966,MOV_5243,Star,Romance,2024,4,11,1,117,0.4
USR_3947,MOV_5202,Lubber Pandhu,Drama,2024,1.5,4,0,17,0.11
USR_4113,MOV_5205,Conjuring Kannappan,Comedy,2023,4.5,23,1,159,0.77
USR_3464,MOV_5275,Love Today,Comedy,2022,4.5,14,1,169,0.72
USR_3004,MOV_5203,Lubber Pandhu,Drama,2024,4.5,24,1,192,0.93
USR_4144,MOV_5064,Naanum Rowdy Dhaan,Comedy,2015,2,2,0,43,0.07
USR_4151,MOV_5132,Indru Netru Naalai,Sci-Fi,2015,4,10,1,80,0.36
USR_3571,MOV_5035,Ayalaan,Sci-Fi,2024,5,21,1,187,0.74
USR_3924,MOV_5041,Thani Oruvan,Action,2015,4.5,19,1,195,0.76
USR_4150,MOV_5213,Ayalaan,Sci-Fi,2024,2.5,1,0,24,-0.21
USR_3652,MOV_5040,Comali,Comedy,2019,1.5,4,1,5,0.16
USR_4165,MOV_5263,Kottukaali,Drama,2024,1,1,0,21,-0.39
USR_3423,MOV_5150,Maya,Thriller,2015,4.5,23,1,150,1
USR_3677,MOV_5022,Classic Love Story,Romance,2026,5,12,1,152,0.96
USR_3092,MOV_5234,Karnan,Drama,2021,4.5,23,1,186,0.8
USR_3943,MOV_5202,Lubber Pandhu,Drama,2024,4,6,0,99,0.47
USR_3511,MOV_5074,Conjuring Kannappan,Comedy,2023,5,17,1,153,0.87
USR_3023,MOV_5287,Project AI,Sci-Fi,2025,5,23,1,154,0.93
USR_4154,MOV_5066,Thani Oruvan,Action,2015,4,8,1,108,0.31
USR_3174,MOV_5178,Indru Netru Naalai,Sci-Fi,2015,3.5,7,1,67,0.27
USR_3660,MOV_5097,Sita Ramam (Tamil),Romance,2022,5,16,1,177,0.72
USR_3474,MOV_5176,LKG,Comedy,2019,3.5,10,1,71,0.61
USR_4059,MOV_5249,Kaithi,Action,2019,4.5,15,0,162,0.76
USR_3774,MOV_5108,Ratsasan,Thriller,2018,5,21,1,198,0.86
USR_3783,MOV_5196,Naanum Rowdy Dhaan,Comedy,2015,4.5,14,1,189,0.81
USR_3884,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,4,5,0,97,0.42
USR_3624,MOV_5032,Dhruva Natchathiram,Thriller,2025,2.5,2,0,39,-0.29
USR_3402,MOV_5178,Indru Netru Naalai,Sci-Fi,2015,5,18,1,196,0.84
USR_3905,MOV_5070,Jai Bhim,Drama,2021,2.5,4,0,58,-0.26
USR_3064,MOV_5103,Visaranai,Thriller,2015,3.5,7,1,107,0.63
USR_3654,MOV_5159,Vikram,Action,2022,4.5,18,1,138,0.71
USR_3258,MOV_5179,SivaKartikeyan Next,Comedy,2025,4.5,20,1,132,0.82
USR_3438,MOV_5146,Visaranai,Thriller,2015,2,4,0,60,-0.23
USR_3267,MOV_5205,Conjuring Kannappan,Comedy,2023,5,16,1,147,0.86
USR_3051,MOV_5264,Imaikkaa Nodigal,Thriller,2018,4,9,0,105,0.43
USR_3472,MOV_5042,Time Loop 2,Sci-Fi,2026,4,5,0,82,0.35
USR_3607,MOV_5219,Kadhalum Kadandhu Pogum,Romance,2016,4,7,1,76,0.31
USR_3966,MOV_5076,Viduthalai Part 1,Thriller,2023,4,8,1,120,0.51
USR_3742,MOV_5287,Project AI,Sci-Fi,2025,2,4,0,50,-0.11
USR_3158,MOV_5160,Garudan,Drama,2024,2,1,0,64,-0.29
USR_3476,MOV_5016,Oh My Kadavule,Romance,2020,5,18,1,173,0.9
USR_3467,MOV_5121,Amaran,Action,2024,2,1,1,54,-0.14
USR_3997,MOV_5075,Doctor,Comedy,2021,5,15,1,183,0.88
USR_3502,MOV_5042,Time Loop 2,Sci-Fi,2026,5,14,1,180,0.8
USR_3507,MOV_5264,Imaikkaa Nodigal,Thriller,2018,3,1,0,31,0.17
USR_3366,MOV_5283,Tik Tik Tik,Sci-Fi,2018,4,11,0,73,0.33
USR_3995,MOV_5222,Vikram Vedha,Thriller,2017,4.5,23,1,139,0.96
USR_3639,MOV_5072,Comali,Comedy,2019,2.5,2,0,39,0.02
USR_3816,MOV_5221,Hey Sinamika,Romance,2022,1,3,0,10,0.18
USR_3878,MOV_5008,Kanguva 2,Action,2026,5,12,0,196,0.91
USR_3041,MOV_5198,Tik Tik Tik,Sci-Fi,2018,4,11,1,99,0.35
USR_3856,MOV_5232,Dhuruvangal Pathinaaru,Thriller,2016,2,2,0,41,-0.17
USR_3390,MOV_5281,Viduthalai Part 2,Thriller,2025,5,13,1,147,0.87
USR_3525,MOV_5016,Oh My Kadavule,Romance,2020,2,2,0,30,-0.31
USR_3677,MOV_5274,Asuran,Action,2019,5,24,0,147,0.79
USR_3832,MOV_5128,Vetri Maaran Next,Action,2026,5,12,1,179,0.93
USR_3577,MOV_5008,Kanguva 2,Action,2026,2,2,0,17,0.08
USR_3941,MOV_5193,Kaaka Muttai,Drama,2015,5,12,1,172,0.91
USR_3209,MOV_5070,Jai Bhim,Drama,2021,4.5,20,1,148,0.94
USR_3479,MOV_5289,Vada Chennai,Action,2018,3.5,11,0,123,0.57
USR_3742,MOV_5100,Vikram Vedha,Thriller,2017,3.5,8,1,97,0.64
USR_3935,MOV_5056,Fun Unlimited,Comedy,2026,3,0,0,9,-0.22
USR_3199,MOV_5212,Chitha,Thriller,2023,4,9,0,122,0.34
USR_3897,MOV_5167,Maanaadu,Sci-Fi,2021,2,0,1,61,0.04
USR_3550,MOV_5213,Ayalaan,Sci-Fi,2024,1.5,2,0,18,-0.37
USR_4137,MOV_5188,Kottukaali,Drama,2024,1.5,2,0,47,-0.44
USR_3787,MOV_5052,Chitha,Thriller,2023,2.5,1,0,7,-0.27
USR_3691,MOV_5126,Visaranai,Thriller,2015,2,1,0,26,-0.31
USR_3398,MOV_5229,Kabali,Action,2016,2.5,2,0,13,-0.21
USR_3301,MOV_5064,Naanum Rowdy Dhaan,Comedy,2015,3,4,0,14,-0.18
USR_4145,MOV_5267,Time Loop 2,Sci-Fi,2026,2,0,0,52,-0.15
USR_4096,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,2.5,3,0,34,-0.36
USR_4035,MOV_5044,Joe,Romance,2023,3.5,6,1,66,0.69
USR_4117,MOV_5097,Sita Ramam (Tamil),Romance,2022,5,21,1,146,0.94
USR_4146,MOV_5270,Siren,Romance,2024,4.5,15,1,191,0.83
USR_3194,MOV_5129,Naanum Rowdy Dhaan,Comedy,2015,5,22,1,183,0.72
USR_4058,MOV_5099,Ayalaan,Sci-Fi,2024,4,8,0,88,0.42
USR_4056,MOV_5196,Naanum Rowdy Dhaan,Comedy,2015,4,11,1,87,0.38
USR_3737,MOV_5221,Hey Sinamika,Romance,2022,4,6,0,73,0.5
USR_4135,MOV_5280,Vettaiyan,Thriller,2024,5,12,1,195,0.73
USR_3579,MOV_5188,Kottukaali,Drama,2024,2,3,1,53,-0.35
USR_4090,MOV_5132,Indru Netru Naalai,Sci-Fi,2015,4,7,1,118,0.57
USR_3054,MOV_5138,Kaaka Muttai,Drama,2015,4,8,1,82,0.38
USR_3803,MOV_5208,96,Romance,2018,4,5,0,108,0.43
USR_3306,MOV_5057,Garudan,Drama,2024,4,10,0,74,0.6
USR_3777,MOV_5032,Dhruva Natchathiram,Thriller,2025,4,9,0,87,0.45
USR_4069,MOV_5141,Vetri Maaran Next,Action,2026,4,5,1,96,0.68
USR_3885,MOV_5281,Viduthalai Part 2,Thriller,2025,5,17,1,146,0.72
USR_4015,MOV_5077,Por Thozhil,Thriller,2023,5,18,1,186,0.88
USR_3007,MOV_5122,Maanaadu,Sci-Fi,2021,2,2,0,36,-0.15
USR_3109,MOV_5249,Kaithi,Action,2019,3,4,0,24,0.11
USR_4045,MOV_5225,Theri,Action,2016,2,2,0,10,0.05
USR_3002,MOV_5110,Maanaadu,Sci-Fi,2021,5,16,1,176,0.9
USR_3241,MOV_5040,Comali,Comedy,2019,4.5,14,1,187,0.95
USR_4183,MOV_5230,Vada Chennai,Action,2018,5,16,1,179,0.75
USR_3923,MOV_5024,Jailer,Action,2023,1,2,0,16,-0.07
USR_3330,MOV_5145,Time Loop 2,Sci-Fi,2026,3,0,0,55,0.11
USR_3024,MOV_5023,Vedalam,Action,2015,4,10,1,93,0.35
USR_3298,MOV_5010,Tik Tik Tik,Sci-Fi,2018,4,10,1,85,0.46
USR_3548,MOV_5231,The investigative report,Thriller,2026,1,0,0,58,0.19
USR_3705,MOV_5127,Vada Chennai,Action,2018,5,17,1,197,0.7
USR_3751,MOV_5073,Thug Life,Action,2025,2.5,3,0,59,-0.48
USR_4088,MOV_5268,Dada,Comedy,2023,2.5,4,0,16,-0.37
USR_3926,MOV_5018,Lubber Pandhu,Drama,2024,5,20,0,154,0.93
USR_3726,MOV_5254,Indru Netru Naalai,Sci-Fi,2015,3,1,0,18,-0.34
USR_3567,MOV_5032,Dhruva Natchathiram,Thriller,2025,2.5,2,0,59,-0.23
USR_4103,MOV_5166,Vettaiyan,Thriller,2024,1.5,4,0,49,-0.06
USR_4155,MOV_5042,Time Loop 2,Sci-Fi,2026,2,2,0,40,0.09
USR_4176,MOV_5214,Peranbu,Drama,2018,4,10,0,119,0.59
USR_3907,MOV_5208,96,Romance,2018,2.5,0,0,19,0.13
USR_4110,MOV_5167,Maanaadu,Sci-Fi,2021,5,13,1,138,0.77
USR_3134,MOV_5124,2,Sci-Fi,2018,2.5,3,0,18,-0.37
USR_3727,MOV_5070,Jai Bhim,Drama,2021,4,10,0,106,0.6
USR_3035,MOV_5114,Tik Tik Tik,Sci-Fi,2018,3,3,0,59,-0.23
USR_3006,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,2.5,4,0,31,-0.45
USR_3470,MOV_5223,Chitha,Thriller,2023,5,16,1,138,0.72
USR_3844,MOV_5241,Ayalaan,Sci-Fi,2024,4,7,0,96,0.58
USR_3982,MOV_5144,Ratsasan,Thriller,2018,5,16,1,148,0.74
USR_3120,MOV_5103,Visaranai,Thriller,2015,5,14,1,157,0.83
USR_3917,MOV_5029,Mari Selvaraj Next,Drama,2026,5,17,1,146,0.86
USR_3258,MOV_5209,LKG,Comedy,2019,4,9,0,85,0.62
USR_3865,MOV_5084,Don,Comedy,2022,4,9,0,102,0.3
USR_3871,MOV_5276,Kadaisi Vivasayi,Drama,2022,5,15,1,194,0.83
